year,Round,Pick,player,position,nationality,picked by,team,strengths,weaknesses,college,listed height,listed weight,date of birth,place of birth,awards,ls_season,ls_team,ls_conf,ls_class,ls_pos,ls_g,ls_gs,ls_mp,ls_fg,ls_fga,ls_fg%,ls_3p,ls_3pa,ls_3p%,ls_2p,ls_2pa,ls_2p%,ls_efg%,ls_ft,ls_fta,ls_ft%,ls_orb,ls_drb,ls_trb,ls_ast,ls_stl,ls_blk,ls_tov,ls_pf,ls_pts,avg_g,avg_gs,avg_mp,avg_fg,avg_fga,avg_fg%,avg_3p,avg_3pa,avg_3p%,avg_2p,avg_2pa,avg_2p%,avg_efg%,avg_ft,avg_fta,avg_ft%,avg_orb,avg_drb,avg_trb,avg_ast,avg_stl,avg_blk,avg_tov,avg_pf,avg_pts,post draft awards,analysis,nba_per,nba_ts_pct,nba_ws_per_48,nba_bpm,nba_vorp,nba_composite_score
2009,1,22,Víctor Claver,SF,Spain,Portland Trail Blazers,Pamesa Valencia,Excellent physical profile and agility • Good offensive skills and court vision • Strong defensive potential with wingspan,Needs increased assertiveness and initiative • Slow lateral foot speed and mobility • Inconsistent shooting and free throw accuracy,,,224 lb,1988-08-30,"Valencia , Spain",Liga ACB All-Star Game Slam Dunk champion (2008),2008-09,Valencia,,,,4.0,,15.8,1.3,2.8,0.455,0.0,0.5,0.0,1.3,2.3,0.556,,0.0,0.5,0.0,0.0,2.5,2.5,1.5,0.0,0.8,1.0,1.3,2.5,17.4,,15.94,1.84,3.84,0.465,0.54,1.52,0.278,1.32,2.3,0.558,,0.62,1.1,0.451,0.52,2.2,2.7,0.82,0.6,0.48,1.1,1.46,4.8,"Liga ACB champion ( 2021 ), 2× EuroCup champion ( 2010, 2015 ), 3× Spanish Cup winner ( 2018, 2019, 2021 ), All-VTB United League Second Team ( 2016 ), EuroCup Rising Star (2010)","Blazers stash athletic Spanish forward overseas, preferring long‑term upside to Blair’s knee risk.",,,,,,0.0
2009,1,23,Omri Casspi,SF,Israel,Sacramento Kings,Maccabi Tel Aviv,Improved offensive and defensive skills • Versatile scorer inside and outside • Strong in transition and rebounding,Lacks physical strength for NBA • Needs to improve defensive positioning • Limited passing and teamwork skills,,6 ft 9 in,225 lb,1988-06-22,"Holon , Israel","4× Israeli Basketball Super League champion ( 2006, 2009, 2× Israeli Basketball State Cup (2006, Israeli Super League Sixth Man of the Year ( 2008 )",2008-09,Maccabi Tel Aviv,,,,16.0,,17.5,3.3,6.4,0.505,0.6,1.3,0.45,2.7,5.2,0.518,,1.7,2.2,0.771,1.1,2.1,3.1,0.4,0.8,0.2,1.1,2.4,8.8,13.0,,10.533,1.7,3.667,0.35,0.267,0.767,0.245,1.433,2.933,0.378,,1.067,1.6,0.624,0.6,1.2,1.733,0.333,0.367,0.167,0.8,1.433,4.7,"2020, 2021 ), 2021)",Kings draft Israel’s scrappy slasher to toughen their roster and expand global appeal.,11.97,0.52,0.06,-1.3,0.3,12.28
2009,1,24,Byron Mullens,C,United States,Oklahoma City Thunder,Ohio State,Stretch‑five with NBA size • Soft touch from midrange • Solid offensive rebounder,Inconsistent motor and toughness • Struggles defending pick‑and‑roll • Limited rim protection,Ohio State (2008–2009),7 ft 0 in,270 lb,1989-02-14,"Canal Winchester, Ohio , U.S.","First-team Parade All-American (2008), McDonald's All-American ( 2008 )",2008-09,Ohio State,Big Ten,FR,C,33.0,2.0,20.3,3.6,5.7,0.638,0.0,0.0,0.0,3.6,5.7,0.642,0.638,1.6,2.8,0.559,1.7,3.0,4.7,0.3,0.5,1.1,1.5,2.1,8.8,33.0,2.0,20.3,3.6,5.7,0.638,0.0,0.0,0.0,3.6,5.7,0.642,0.638,1.6,2.8,0.559,1.7,3.0,4.7,0.3,0.5,1.1,1.5,2.1,8.8,,Thunder move up for a 7‑1 project center with Darko‑like tools but an undeveloped feel.,5.73,0.4,-0.06,-9.37,-0.43,1.85
2009,1,25,Rodrigue Beaubois,PG,France,Dallas Mavericks,Cholet,Solid athleticism and quickness • Reliable long-range shooter • Potential strong defender,Struggles to create own shots • Below average court awareness • Average defensive positioning,,6 ft 3 in,185 lb,1988-02-24,"Pointe-à-Pitre , Guadeloupe",Pro A Most Improved Player ( 2009 ),2008-09,Cholet,,,,29.0,,22.3,4.0,8.4,0.473,1.3,4.2,0.317,2.6,4.1,0.633,,0.7,1.2,0.583,0.4,2.1,2.5,2.3,1.1,0.4,1.9,2.9,10.0,17.333,,13.633,1.967,4.333,0.318,0.733,2.167,0.264,1.2,2.167,0.373,,0.333,0.5,0.708,0.3,1.3,1.6,1.367,0.733,0.3,1.133,2.0,5.033,"NBA champion ( 2011 ), Turkish Cup winner ( 2022 ), 2× EuroLeague champion ( 2021, 2022 ), EuroLeague 50–40–90 club ( 2021 ), 3× Turkish League champion ( 2019, 2021, 2023 ), Turkish League Finals MVP ( 2021 ), 4× Turkish Presidential Cup winner ( 2018, 2019, 2022, 2024 ), Match des Champions MVP ( 2015 ), Match des Champions winner ( 2015 )",Mavs acquire ultra‑quick French guard whose length and explosiveness intrigue for future roles.,15.07,0.54,0.08,0.03,0.5,14.01
2009,1,26,Taj Gibson,PF,United States,Chicago Bulls,USC,Extremely efficient and consistent player • Great rebounder with good positioning • Effective midrange shooter with high release,Frail body and undersized for post • Limited back to basket repertoire • Inconsistent free throw shooting,USC (2006–2009),6 ft 9 in,232 lb,1985-06-24,"New York City, New York , U.S.","Second-team All-Pac-10 ( 2009 ), Third-team All-Pac-10 (2008), Pac-10 Defensive Player of the Year (2009)",2008-09,Southern California,Pac-10,JR,F,35.0,35.0,33.7,5.4,9.0,0.601,0.0,0.0,,5.4,9.0,0.601,0.601,3.4,5.2,0.659,3.5,5.5,9.0,1.3,1.0,2.9,2.1,2.9,14.3,35.0,34.667,32.733,4.767,8.2,0.58,0.0,0.0,,4.767,8.2,0.58,0.58,2.867,4.567,0.625,2.867,5.6,8.5,1.367,0.733,2.433,2.5,3.133,12.433,NBA All-Rookie First Team ( 2010 ),"Bulls fortify their frontcourt with a long, defensive‑minded power forward, though role clarity is needed.",15.0,0.52,0.14,-0.7,0.47,15.72
2009,1,27,DeMarre Carroll,SF,United States,Memphis Grizzlies,Missouri,Excels in creating opportunities with athleticism • Good feel for the ball and positioning • Strong finisher on fast breaks,Lacks offensive polish and go-to moves • Uncomfortable creating own shot • Struggles against bigger players inside,Vanderbilt (2004–2006) Missouri (2007–2009),6 ft 6 in,215 lb,1986-07-27,"Birmingham, Alabama , U.S.",First-team All- Big 12 (2009),2008-09,Missouri,Big 12,SR,F,38.0,38.0,28.0,6.5,11.6,0.558,0.4,1.2,0.364,6.1,10.4,0.579,0.576,3.2,5.0,0.634,2.4,4.8,7.2,2.2,1.6,0.7,1.5,2.2,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grizzlies pick a high‑energy, versatile defender who thrives in transition and causes havoc.",4.7,0.29,-0.04,-5.87,-0.17,1.85
2009,1,28,Wayne Ellington,SG,United States,Minnesota Timberwolves,North Carolina,Elite shooter with diverse scoring skills • Excellent understanding of spacing and movement • Reliable in clutch situations and free throws,Struggles with physicality and finishing • Defensive skills are lacking • Slow release and low free throw attempts,North Carolina (2006–2009),6 ft 4 in,207 lb,1987-11-29,"Wynnewood, Pennsylvania , U.S.","NCAA champion ( 2009 ), NCAA Final Four Most Outstanding Player ( 2009 ), Second-team All-ACC (2008), No. 22 honored by North Carolina Tar Heels, First-team Parade All-American (2006), McDonald's All-American ( 2006 )",2008-09,North Carolina,ACC,JR,G,38.0,37.0,30.4,5.7,11.7,0.483,2.2,5.4,0.417,3.4,6.3,0.539,0.579,2.3,2.9,0.777,1.5,3.4,4.9,2.7,0.9,0.2,1.6,1.5,15.8,38.333,37.333,28.467,5.367,11.567,0.461,1.967,5.033,0.396,3.367,6.533,0.512,0.548,2.0,2.467,0.813,1.1,2.967,4.1,2.267,0.933,0.133,1.5,1.467,14.7,,Wolves finally diversify with a reliable sharpshooter to space the floor for their young playmakers.,9.2,0.5,0.02,-3.27,-0.4,9.49
2009,1,29,Toney Douglas,PG,United States,New York Knicks,Florida State,"Excels in transition and pushing tempo • Strong finisher, good free throw shooter • Effective in pick and roll situations",Limited athleticism and speed • Struggles with playmaking and turnovers • May face defensive challenges in NBA,Auburn (2004–2005) Florida State (2006–2009),6 ft 2 in,190 lb,1986-03-16,"Tampa, Florida , U.S.","Third-team All-American – AP, SN ( 2009 ), ACC Defensive Player of the Year (2009), First-team All-ACC (2009), Third-team All-ACC (2008), 2× ACC All-Defensive Team (2008, 2009), Third-team All- SEC (2005), SEC All-Freshman Team (2005), Fourth-team Parade All-American (2004)",2008-09,Florida State,ACC,SR,G,35.0,35.0,36.5,6.8,15.3,0.446,2.4,6.3,0.385,4.4,9.0,0.489,0.525,5.4,6.6,0.81,0.8,3.1,3.9,2.9,1.8,0.4,2.5,2.2,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,"2× Portuguese League champion ( 2023, 2024 ), 2× Portuguese Cup winner (2023, 2025), Portuguese League Cup winner (2024), 2× Portuguese Supercup winner (2023, 2024), Turkish Cup winner ( 2018 )",Knicks buy into the draft to land a Ben‑Gordon‑style combo guard who shoots and defends.,12.4,0.5,0.05,-1.87,0.37,11.25
2009,1,30,Christian Eyenga,SF,DR Congo,Cleveland Cavaliers,CB Prat,Improved decision-making and offensive skills • Solid shooting mechanics and rebounding ability • High basketball IQ and physical attributes,"Lacks experience and fundamental skills • Predictable offensive moves, especially driving right • Needs more consistent outside shooting",,6 ft 6 in,210 lb,1989-06-22,"Kinshasa , Zaire",,2008-09,Joventut,,,,4.0,,4.5,0.3,1.0,0.25,0.0,0.0,,0.3,1.0,0.25,,0.3,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.5,0.8,4.0,,4.5,0.3,1.0,0.25,0.0,0.0,,0.3,1.0,0.25,,0.3,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.5,0.8,"LBA All-Star Game MVP (2015), ACB Most Spectacular Player (2018)","Cavs stash an athletic but raw Congolese wing, viewing him as a long‑term defensive prospect.",12.85,0.53,0.05,-2.95,-0.25,11.42
2009,2,31,Jeff Pendergraph,PF,United States,Portland Trail Blazers,Arizona State,Ultra efficient and consistent post player • Excellent motor and quick leaper • High release and improved free throw shooter,"Limited post move repertoire • Struggles against bigger defenders • Undisciplined defensively, prone to fouls",Arizona State (2005–2009),6 ft 9 in,240 lb,1987-04-29,"Ontario, California","First-team All-Pac-10 ( 2009 ), Third-team All-Pac-10 (2008)",2008-09,Arizona State,Pac-10,SR,F,35.0,35.0,32.5,5.7,8.6,0.66,0.0,0.0,0.0,5.7,8.5,0.662,0.66,3.2,4.1,0.779,2.5,5.7,8.2,0.9,0.5,0.9,1.2,2.7,14.5,31.5,30.0,30.0,4.825,8.4,0.574,0.0,0.075,0.0,4.825,8.325,0.579,0.574,2.85,3.75,0.758,2.675,4.75,7.45,0.825,0.475,1.025,1.85,3.175,12.475,"NBA champion ( 2014 ), All-NBA D-League First Team (2016), NBA D-League All-Star (2016), CIBACOPA champion ( 2024 )","Blazers grab a mobile rebounding big, though passing on higher‑profile talent raises eyebrows.",12.75,0.57,0.14,-2.9,-0.05,15.84
2009,2,32,Jermaine Taylor,SG,United States,Houston Rockets,Central Florida,Effective shooter with good range • Thrives in clutch situations • Strong rebounder with physical frame,Undersized for his position • Struggles with ball handling • Limited creator off the dribble,UCF (2005–2009),6 ft 4 in,210 lb,1986-12-08,"Tavares, Florida , U.S.","AP honorable mention All-American ( 2009 ), Conference USA Player of the Year (2009), First-team All- Conference USA (2009), Second-team All- C-USA (2008)",2008-09,UCF,CUSA,SR,G,31.0,31.0,31.9,9.4,19.5,0.48,3.0,7.9,0.376,6.4,11.6,0.551,0.556,4.5,5.5,0.812,1.9,3.3,5.2,1.9,1.3,0.8,2.8,1.8,26.2,30.5,15.0,25.575,5.775,12.375,0.452,2.025,5.4,0.365,3.725,6.9,0.523,0.536,2.5,3.3,0.69,1.5,2.3,3.825,1.4,0.925,0.4,2.125,1.675,16.0,,Rockets acquire an athletic scoring guard as insurance amid McGrady uncertainty—nice sleeper pick.,11.7,0.49,0.01,-3.9,-0.2,8.64
2009,2,33,Dante Cunningham,PF,United States,Portland Trail Blazers,Villanova,Transformed into a top scoring option • Excellent mid-range jumper and footwork • Versatile and relentless defender,Limited size for power forward position • Subpar ball handling for a wing • Lacks three-point shooting range,Villanova (2005–2009),6 ft 8 in,230 lb,1987-04-22,"Clinton, Maryland , U.S.",,2008-09,Villanova,Big East,SR,F,38.0,38.0,31.6,6.4,12.2,0.525,0.0,0.1,0.0,6.4,12.2,0.527,0.525,3.3,4.7,0.697,2.6,4.9,7.5,1.2,1.2,1.2,2.2,2.7,16.1,34.75,26.0,27.0,3.6,6.85,0.512,0.0,0.025,0.5,3.6,6.85,0.512,0.513,2.175,3.1,0.64,2.475,3.375,5.85,0.95,1.15,0.825,1.75,2.775,9.35,,"Tough, versatile forward joins Portland, but roster logjam questions his path to minutes.",14.1,0.53,0.11,-1.27,0.23,14.49
2009,2,34,Sergio Llull,PG,Spain,Houston Rockets,Real Madrid,Good size and quickness for a point guard • Excellent ball handler and transition player • High shooting percentages in competitive leagues,Lacks natural playmaking vision • Inefficient and streaky shooter • Poor defensive discipline and positioning,,6 ft 3 in,207 lb,1987-11-15,"Mahón , Menorca , Spain",7× Liga ACB champion ( 2007,2008-09,Real Madrid,,,,19.0,,19.0,2.3,4.9,0.468,1.0,2.6,0.38,1.3,2.3,0.568,,1.3,1.4,0.926,0.4,0.6,1.1,2.2,0.5,0.2,0.8,2.3,6.9,21.4,,13.26,1.52,3.46,0.433,0.58,1.6,0.303,0.96,1.86,0.502,,1.08,1.3,0.846,0.28,0.74,1.04,1.56,0.56,0.14,0.88,1.46,4.7,"3× EuroLeague champion ( 2015, 2018, 2023 ), EuroLeague MVP ( 2017 ), EuroLeague Basketball 2010–20 All-Decade Team, All-EuroLeague First Team ( 2017 ), All-EuroLeague Second Team ( 2011 ), 2013, 2015, 2016, 2018, 2019, 2022 ), 6× Copa del Rey ( 2012, 2014 – 2017, 2020 ), Liga ACB MVP ( 2017 ), 2× Liga ACB Finals MVP ( 2015, 2016 ), 3× Liga ACB Domestic Player of the Year (2016, 2017, 2019), 3× All-Liga ACB First Team ( 2012, 2015, 2017 ), 2× Copa del Rey MVP ( 2012, 2017 ), 9× Spanish Supercup ( 2012 – 2014, 2018 – 2023 ), 3× Spanish Supercup MVP ( 2014, 2018, 2021 ), FIBA Intercontinental Cup champion ( 2015 ), FIBA Intercontinental Cup MVP ( 2015 )",Houston stashes an athletic Spanish playmaker overseas for seasoning and future flexibility.,,,,,,
2009,2,35,DaJuan Summers,PF,United States,Detroit Pistons,Georgetown,Athletic and explosive wing player • Consistent shooter from beyond the arc • Good defensive instincts and efficiency,Lacks a strong first step • Slow shooting release • Prone to turnovers and offensive fouls,Georgetown (2006–2009),6 ft 8 in,240 lb,1988-01-24,"Baltimore, Maryland , U.S.",Big East All-Rookie Team (2007),2008-09,Georgetown,Big East,JR,F,31.0,31.0,29.4,4.4,9.3,0.474,1.7,4.4,0.385,2.7,5.0,0.552,0.564,3.1,4.4,0.713,1.2,3.0,4.1,1.3,1.1,0.7,2.6,2.6,13.6,33.667,32.667,27.667,3.667,8.367,0.438,1.433,4.1,0.353,2.233,4.267,0.521,0.524,2.467,3.433,0.728,1.267,3.2,4.4,1.3,0.967,0.633,2.233,2.367,11.3,"FIBA Asia Champions Cup First Team (2018), Turkish League All-Star (2017), UBL champion (2014), Ukrainian Cup winner (2014), All-NBA D-League Third Team (2013), NBA Development League All-Star (2013)",Pistons thrilled to land a lottery‑considered athlete‑shooter combo forward at 35—great value.,6.97,0.48,-0.01,-5.97,-0.27,6.81
2009,2,36,Sam Young,SF,United States,Memphis Grizzlies,Pittsburgh,"Great athlete with strong body and wingspan • Improved jumpshot, reliable outside threat • Versatile and disciplined defender",Lacks fluidity in movements • Questionable ballhandling skills • Settles too often for outside shots,Pittsburgh (2005–2009),6 ft 8 in,225 lb,1985-06-01,"Washington, D.C.","Third-team All-American – AP, SN ( 2009 ), 2× First-team All-Big East (2008, 2009), Big East Most Improved Player (2008), Big East All-Rookie Team (2006)",2008-09,Pittsburgh,Big East,SR,F,36.0,36.0,31.8,7.3,14.4,0.502,1.5,4.0,0.372,5.8,10.4,0.552,0.554,3.2,4.3,0.74,1.9,4.3,6.3,1.1,1.0,0.8,2.4,1.7,19.2,35.75,19.5,25.375,5.0,9.95,0.496,0.8,2.2,0.314,4.175,7.725,0.536,0.53,2.325,3.4,0.68,1.8,3.15,5.0,0.95,0.85,0.75,1.85,1.675,13.1,"Lebanese Basketball League champion (2018), Lebanese Basketball Cup winner (2018), Arab Club Championship winner (2017), FIBA Asia Champions Cup All-Star Five ( 2016 ), All-NBL Second Team (2014)","Grizzlies snag a strong, multi‑position wing who slid mainly due to age; immediate contributor potential.",11.23,0.48,0.05,-2.4,0.03,10.64
2009,2,37,DeJuan Blair,PF,United States,San Antonio Spurs,Pittsburgh,Powerful rebounder with strong post skills • Excellent passer for a post player • Natural leader and clutch performer,Struggles with mobility and quickness • Undersized for the post position • Needs improvement in free throw shooting,Pittsburgh (2007–2009),6 ft 7 in,270 lb,1989-04-22,"Pittsburgh, Pennsylvania , U.S.","Consensus first-team All-American ( 2009 ), Big East co-Player of the Year (2009), First-team All- Big East (2009), Big East co-Rookie of the Year (2008), Big East All-Rookie Team (2008)",2008-09,Pittsburgh,Big East,SO,F,35.0,35.0,27.3,6.5,10.9,0.593,0.0,0.0,,6.5,10.9,0.593,0.593,2.8,4.6,0.605,5.6,6.8,12.3,1.2,1.5,1.0,1.3,2.7,15.7,36.0,35.5,26.65,5.5,9.7,0.565,0.0,0.0,,5.5,9.7,0.565,0.565,2.65,4.3,0.614,4.75,6.0,10.7,1.05,1.6,1.05,1.6,2.8,13.65,NBA All-Rookie Second Team ( 2010 ),"Spurs strike gold again, taking elite rebounder Blair whose knee flags are low‑risk this late.",17.47,0.55,0.14,-0.5,0.6,16.4
2009,2,38,Jon Brockman,PF,United States,Sacramento Kings,Washington,"Excels in rebounding and anticipation • Strong, relentless on offensive glass • Constantly moves to optimal spots",Limited offensive skills and athleticism • Inconsistent midrange shooting • Struggles with low post moves,Washington (2005–2009),6 ft 7 in,245 lb,1987-03-20,"Snohomish, Washington","Chip Hilton Player of the Year (2009), 2× First-team All-Pac-10 (2007, 2009 ), Second-team All-Pac-10 (2008), McDonald's All-American (2005), Second-team Parade All-American (2005), Washington Mr. Basketball (2005)",2008-09,Washington,Pac-10,SR,F,34.0,34.0,30.5,5.6,10.6,0.526,0.0,0.0,0.0,5.6,10.6,0.528,0.526,3.7,5.8,0.64,4.2,7.3,11.5,1.1,0.9,0.1,1.9,3.0,14.9,32.75,32.25,28.725,5.5,10.275,0.532,0.0,0.0,0.0,5.5,10.275,0.533,0.532,2.8,4.625,0.622,3.725,6.075,9.8,1.0,0.875,0.15,2.075,2.8,13.825,,Kings continue toughness makeover with a fearless paint battler and elite rebounder.,9.53,0.5,0.09,-4.47,-0.27,11.81
2009,2,39,Jonas Jerebko,PF,Sweden,Detroit Pistons,Angelico Biella,Versatile size and athleticism • Improved three-point shooting • Strong finisher around the rim,Slow shot release • Limited perimeter off-dribble game • Struggles against bigger defenders,,6 ft 10 in,231 lb,1987-03-02,"Kinna , Sweden",Swedish Basketball League champion (2007),2008-09,Biella,,,,30.0,,25.0,3.6,7.0,0.522,0.7,1.9,0.345,3.0,5.0,0.589,,1.1,1.4,0.78,2.1,3.4,5.5,0.7,1.3,0.4,1.4,2.8,9.0,31.5,,20.65,2.85,5.6,0.505,0.5,1.55,0.306,2.35,4.0,0.586,,0.85,1.15,0.728,1.8,2.6,4.4,0.65,1.15,0.35,1.15,2.65,7.05,NBA All-Rookie Second Team ( 2010 ),"Detroit picks an athletic combo forward who runs, defends and brings energy—needs experience.",14.05,0.55,0.1,-1.4,0.3,14.44
2009,2,40,Derrick Brown,SF,United States,Charlotte Bobcats,Xavier,Great size and perimeter skills • Explosive leaper with effective fakes • Versatile scorer and shot blocker,Lacks a go-to offensive aspect • Limited ball handling and first step • Struggles with physical play and defense,Xavier (2005–2009),6 ft 8 in,216 lb,1987-09-08,"Oakland, California , U.S.",Second-team All- Atlantic 10 (2009),2008-09,Xavier,A-10,JR,F,35.0,35.0,29.5,4.9,9.6,0.504,1.1,2.6,0.433,3.7,7.1,0.53,0.562,2.9,3.9,0.741,2.3,3.7,6.1,1.9,0.7,0.9,1.7,2.5,13.7,35.333,24.0,24.833,3.733,6.467,0.606,0.5,1.233,0.426,3.167,5.267,0.634,0.64,2.367,3.333,0.716,1.9,3.667,5.567,1.467,0.7,0.767,1.567,2.5,10.3,"Turkish Cup ( 2018 ), All-EuroCup First Team ( 2015 ), All-EuroCup Second Team ( 2013 ), 2× All-VTB United League First Team ( 2014, 2015 )",Bobcats land an upside 3/4 athlete projected first‑round a year ago; versatile fit.,14.43,0.6,0.11,-1.1,0.13,15.96
2009,2,41,Jodie Meeks,SG,United States,Milwaukee Bucks,Kentucky,Versatile scorer with great efficiency • Excellent spot-up shooter and moves well off-ball • Strong physical build and good shooting form,Lacks ideal size for NBA SG position • Inconsistent and forces shots at times • Needs improvement in ball-handling and defense,Kentucky (2006–2009),6 ft 4 in,210 lb,1987-08-21,"Nashville, Tennessee , U.S.","Consensus second-team All-American ( 2009 ), First-team All- SEC (2009)",2008-09,Kentucky,SEC,JR,G,36.0,36.0,34.4,7.3,15.8,0.463,3.3,8.0,0.406,4.1,7.8,0.521,0.566,5.9,6.5,0.902,0.5,2.9,3.4,1.8,1.3,0.1,2.7,1.9,23.7,27.0,14.0,26.567,4.2,10.167,0.396,2.033,5.367,0.363,2.2,4.8,0.43,0.493,3.4,3.867,0.864,0.7,2.267,2.933,1.6,0.9,0.1,1.667,1.633,13.733,NBA champion ( 2019 ),"Sharp‑shooting guard offers bench scoring punch, though athletic limitations linger.",13.27,0.57,0.12,-0.17,0.57,16.13
2009,2,42,Patrick Beverley,PG,United States,Miami Heat,Dnipro,Relentless on‑ball defender • High motor and toughness • Knock‑down catch‑and‑shoot threes,Undersized for off‑guard role • Fouls from aggressive defense • Streaky outside shooting,Arkansas (2006–2008),6 ft 2 in,180 lb,1988-07-12,"Chicago, Illinois , U.S.","UBL All-Star (2009), UBL Slam Dunk Contest champion (2009), Second-team All- SEC (2007), SEC Freshman of the Year (2007), SEC All-Freshman Team (2007)",2007-08,Arkansas,SEC,SO,G,35.0,33.0,33.8,3.9,9.4,0.412,1.9,4.9,0.378,2.0,4.5,0.449,0.511,2.4,3.8,0.644,1.2,5.4,6.6,2.4,1.3,0.5,2.0,2.4,12.1,35.0,33.5,34.1,4.1,9.7,0.42,2.0,5.15,0.382,2.1,4.55,0.462,0.521,2.8,3.85,0.728,1.15,4.35,5.55,2.75,1.5,0.45,2.0,2.3,13.0,"NBA All-Defensive First Team ( 2017 ), 2× NBA All-Defensive Second Team ( 2014, 2020 ), EuroCup MVP (2012), All-EuroCup First Team (2012), 2× Russian League All-Symbolic First Team (2011, 2012), Russian Cup winner (2011), Russian League Defensive Player of the Year (2011), Russian League All-Star (2011), Russian League Guard of the Year (2011), Greek Cup winner (2010)",Heat get a hyper‑athletic combo defender who impressed in workouts—gritty rotation prospect.,,,,,,0.0
2009,2,43,Marcus Thornton,SG,United States,New Orleans Hornets,LSU,Dangerous scoring threat with shooting touch • Quick release and uses screens effectively • Good rebounder for a guard,Undersized for shooting guard position • Struggles to create separation off dribble • Defensive liability due to size,Kilgore (2005–2007) LSU (2007–2009),6 ft 4 in,205 lb,1987-06-05,"Baton Rouge, Louisiana , U.S.","SEC Player of the Year (2009), First-team All- SEC (2009)",2008-09,Louisiana State,SEC,SR,G,35.0,35.0,31.9,7.3,15.5,0.472,2.2,5.7,0.388,5.1,9.7,0.522,0.544,4.3,5.7,0.745,2.0,3.5,5.5,2.1,1.6,0.4,1.8,2.1,21.1,33.0,32.5,32.75,7.05,15.6,0.454,2.55,6.7,0.382,4.5,8.85,0.508,0.536,3.65,4.7,0.781,2.0,3.55,5.55,1.75,1.5,0.35,2.0,2.05,20.35,NBA All-Rookie Second Team ( 2010 ),Hornets add home‑state scoring guard; size/athleticism questions but pure bucket‑getter.,17.67,0.55,0.11,1.3,1.27,15.92
